repo,bugfix_commit,bugfix_subject,bugfix_file,matched_security_event_id,matched_security_commit,matched_security_file,bugfix_file_in_changed_files,changed_source_files_count,changed_source_files_sample,commit_message_full,has_security_ids,has_security_keyword_signal,has_security_adjacent_signal,review_decision,review_notes
sqlite,15357aaf10261b1c71b8e0197c75e9030c86ef1a,Fix the initialization of the sqlite3Api&#91;&#93; constant to conform with the previous check-in.,src/loadext.c,CVE-2019-19242,57f7ece78410a8aae86aa4625fb7556897db384c,src/wherecode.c,1,1,src/loadext.c,"Fix the initialization of the sqlite3Api&#91;&#93; constant to conform
with the previous check-in.

FossilOrigin-Name: 0a31a740843404958f61798aa17f94b5162bcf467c1c863d745346a316160d13",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,1be5689087a8095183f53df4592dfdc71cc90b89,Avoid returning SQLITE_ERROR_RETRY if collation sequences associated with the table's PK cannot be found when creating an index. Possible fix for [forum:aa61ab56ad | forum post aa61ab56ad].,src/main.c,CVE-2019-19603,527cbd4a104cb93bf3994b3dd3619a6299a78b13,src/build.c,1,2,src/build.c;src/main.c,"Avoid returning SQLITE_ERROR_RETRY if collation sequences associated with the table's PK cannot be found when creating an index. Possible fix for [forum:aa61ab56ad | forum post aa61ab56ad].

FossilOrigin-Name: ac649e5b9ca9b8f7729defa8d646df8c0cb57977a5eedcfa2cf1147d109a17f1",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,2953e950c8c8f62dc5710be3279b411b0cac5808,Fix display of P4_INDEX values in EXPLAIN output.,src/vdbeaux.c,CVE-2019-19926,8428b3b437569338a9d1e10c4cd8154acbe33089,src/select.c,1,1,src/vdbeaux.c,"Fix display of P4_INDEX values in EXPLAIN output.

FossilOrigin-Name: e717017f0213441da2ef8a9e1f1e88ebfdefa26fc4773711968417c0bd6ebe5f",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,31d4e56b297266828938dffda1eff6575a5614e3,Fix a harmless compiler warning from MSVC.,src/util.c,CVE-2019-19646,ebd70eedd5d6e6a890a670b5ee874a5eae86b4dd,src/pragma.c,1,1,src/util.c,"Fix a harmless compiler warning from MSVC.

FossilOrigin-Name: 12f3a6d0aaff8818c427d79e2b9394328625b3a60ccaa7b628d064084c65cfaf",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,323199b57eb046cd9d16bfc4909caeebe70915f7,Fix a memory leak in the fileio extension on windows.  Other changes to makefiles and similar to get zipfile testing working on Windows.,ext/misc/fileio.c,CVE-2019-19959,d8f2d46cbc9925e034a68aaaf60aad788d9373c1,ext/misc/zipfile.c,1,1,ext/misc/fileio.c,"Fix a memory leak in the fileio extension on windows.  Other changes to
makefiles and similar to get zipfile testing working on Windows.

FossilOrigin-Name: 121b327f1f3941a9a44ab2d98e60f6e25b928ca9b54bbaa109239ba9012b3c3c",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,34775b696b7c7a04b6b6fcc0e2c5e2e67652cea5,Fix a syntax error in the tcl script part of [199b6567bb41cd].,src/printf.c,CVE-2019-19317,522ebfa7cee96fb325a22ea3a2464a63485886a8,src/resolve.c,1,1,src/printf.c,"Fix a syntax error in the tcl script part of [199b6567bb41cd].

FossilOrigin-Name: a7ed85f27066b74263dbd3dfcefe5d378e524cc56cd3abac4032bc23f83b5d21",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,3ca448dee5085e8754f5934a6f472779910b7969,Fix harmless signed/unsigned compiler warnings.,src/vdbeaux.c,CVE-2025-29088,56d2fd008b108109f489339f5fd55212bb50afd4,src/main.c,1,1,src/vdbeaux.c,"Fix harmless signed/unsigned compiler warnings.

FossilOrigin-Name: aa211fa1d49b6734913e957f9e4b9825709a1493d275f7dfaf9123dc8c7232dc",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,3f2d7d4aaa9c2e1e2fd6b4ab8412361a9867a3ce,Fix some cases where integrity-check would fail to identify real values in indexed expressions that are with 2 ULPs of each other.,src/vdbeaux.c,CVE-2019-20218,a6c1a71cde082e09750465d5675699062922e387,src/select.c,1,1,src/vdbeaux.c,"Fix some cases where integrity-check would fail to identify real values in indexed expressions that are with 2 ULPs of each other.

FossilOrigin-Name: 40c5966f7b784f181365c81fc559aee9463c374ee56677cf6e0aecaed39d2b28",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,4ac766cc05f6fabdf1ab27027eb435c6fa781d22,"Have sqlite3_set_errmsg() return SQLITE_MISUSE if a NULL db handle is passed to it, as documented.",src/main.c,CVE-2019-19242,57f7ece78410a8aae86aa4625fb7556897db384c,src/expr.c,1,2,src/main.c;src/test1.c,"Have sqlite3_set_errmsg() return SQLITE_MISUSE if a NULL db handle is passed to it, as documented.

FossilOrigin-Name: 5f5a736f88bc9bc6c9c83d2cbfd74c0b5357d7417d9993d34a78f0b7317ff796",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,4bace197e10f565b89b991c2da825da3d6d30946,Fix the cases in joinI.test on this branch.,src/sqliteInt.h,CVE-2019-19603,527cbd4a104cb93bf3994b3dd3619a6299a78b13,src/sqliteInt.h,1,2,src/select.c;src/sqliteInt.h,"Fix the cases in joinI.test on this branch.

FossilOrigin-Name: 23ac2377315af02b73db6ae37bfeeda1453e41efb702a6b707346956c2d41a9d",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,4ebf49168ab999672e4d1f1119996796727f0896,Fix a harmless compiler warning associated with flexarrays.,src/vdbeaux.c,CVE-2019-19923,396afe6f6aa90a31303c183e11b2b2d4b7956b35,src/select.c,1,2,src/vdbeInt.h;src/vdbeaux.c,"Fix a harmless compiler warning associated with flexarrays.

FossilOrigin-Name: f02cdf1d3ea8da8a09d115721845afeff5d6169dd7532ab486d3ed6db69cde2d",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,5a7338651150a923b9c9e4d5e43325539480d0e1,Fix a harmless compiler warning.,src/fkey.c,CVE-2019-19880,75e95e1fcd52d3ec8282edb75ac8cd0814095d54,src/window.c,1,1,src/fkey.c,"Fix a harmless compiler warning.

FossilOrigin-Name: aa23d6cc69471eacb3fb0d789c34169e047e4a09a50beb430eb8e8e63b5bce78",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,9334b9f1b8dc0f8a1c6f1edfdeb0157f1ba1cc7b,Fix calls to sqlite3_wal_checkpoint_v2(SQLITE_CHECKPOINT_NOOP) so that they do not return SQLITE_MISUSE.,src/main.c,CVE-2019-19244,e59c562b3f6894f84c715772c4b116d7b5c01348,src/select.c,1,2,src/main.c;src/test1.c,"Fix calls to sqlite3_wal_checkpoint_v2(SQLITE_CHECKPOINT_NOOP) so that they do not return SQLITE_MISUSE.

FossilOrigin-Name: 117f4093f08e0abbde2041f70898220e237e250664f6ede6d4eb2a8a44050466",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,974b8d7df00d9c539600c097e6e0819542779cec,Fix a problem with the merge at [cb604efdb40da95a].,src/vdbeaux.c,CVE-2019-19645,38096961c7cd109110ac21d3ed7dad7e0cb0ae06,src/build.c,1,1,src/vdbeaux.c,"Fix a problem with the merge at [cb604efdb40da95a].

FossilOrigin-Name: ee6102d4fe35b7b914aa2dc7c7dd37460910efedc9b2d192c2fb8cb0e6a1fd4e",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,990d861038768258588be00b3584d58108d12185,Add new assert() statements to demonstrate that the complaint given in [forum:/forumpost/56ad8b632c|forum post 56ad8b632c] is not a real bug.,src/fkey.c,CVE-2019-19924,8654186b0236d556aa85528c2573ee0b6ab71be3,src/window.c,1,3,src/build.c;src/fkey.c;src/trigger.c,"Add new assert() statements to demonstrate that the complaint given in
[forum:/forumpost/56ad8b632c|forum post 56ad8b632c] is not a real bug.

FossilOrigin-Name: d62999907d5f5987fe0030e1a4a7144c898e55595ac116eec966741a5099322b",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,b2006499c799386849494829ca59ff4c4a645592,Fix a problem with the find-delete-key method on this branch.,src/vdbeaux.c,CVE-2019-19924,8654186b0236d556aa85528c2573ee0b6ab71be3,src/expr.c,1,4,src/delete.c;src/vdbe.c;src/vdbeInt.h;src/vdbeaux.c,"Fix a problem with the find-delete-key method on this branch.

FossilOrigin-Name: 6f49b5ecad5d924999d045a1ade93d95e731182be1781aefa5bc763b6202e9c3",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,ba1ee803eede99b3eefae0dd6ec6d2dbce9817c6,Add experimental implementations of ALTER TABLE commands to add and drop CHECK and NOT NULL constraints.,src/sqliteInt.h,CVE-2019-19645,38096961c7cd109110ac21d3ed7dad7e0cb0ae06,src/sqliteInt.h,1,3,src/alter.c;src/prepare.c;src/sqliteInt.h,"Add experimental implementations of ALTER TABLE commands to add and drop CHECK and NOT NULL constraints.

FossilOrigin-Name: d939b25d76fe70a3255cfe38097d4489323028cd05e5512a98dce06b48eee445",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,c2f7be11bb53aeb23746510b4be769cd86139096,Fix harmless typo in a comment.,src/date.c,CVE-2019-19645,38096961c7cd109110ac21d3ed7dad7e0cb0ae06,src/alter.c,1,1,src/date.c,"Fix harmless typo in a comment.

FossilOrigin-Name: 1f6deabfff2fc2fed5fbff48d2637b48245e5a946a442c4bcc9b9ecb7c4848b9",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,d06a0be514410d3c7953c927ce7322923f02f457,Fix a faulty error message in the ext/misc/fileio.c extension.,ext/misc/fileio.c,CVE-2019-19925,54d501092d88c0cf89bec4279951f548fb0b8618,ext/misc/zipfile.c,1,1,ext/misc/fileio.c,"Fix a faulty error message in the ext/misc/fileio.c extension.

FossilOrigin-Name: 1fdef271cd15d0960a7933253a10f288e26771cdcf34b5cd22adbc49d6341bc5",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
sqlite,faf1a259ccd9c32ff988a554f7c764069d61c6cc,New assert()s help clarify constraints on xOpen method.,src/os_unix.c,CVE-2019-19924,8654186b0236d556aa85528c2573ee0b6ab71be3,src/vdbeaux.c,1,1,src/os_unix.c,"New assert()s help clarify constraints on xOpen method.

FossilOrigin-Name: 671ee5c9586e6385bb28c9e1cca3c7c064f71915d89690d6b6ef00d5427498ea",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,04afd39fcc753e2f1369cb471cb6592ea5946546,Fix syntax error in gzlib.c.,gzlib.c,CVE-2016-9841,9aaec95e82117c1cb0f9624264c3618fc380cecb,inffast.c,1,1,gzlib.c,Fix syntax error in gzlib.c.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,51370f365607fe14a6a7a1a27b3bd29d788f5e5b,Fix serious but very rare decompression bug in inftrees.c.,inftrees.c,CVE-2022-37434,eff308af425b67093bab25f80f1ae950166bece1,inflate.c,1,1,inftrees.c,"Fix serious but very rare decompression bug in inftrees.c.

inftrees.c compared the number of used table entries to the maximum
allowed value using >= instead of >.  This patch fixes those to use
>.  The bug was discovered by Ignat Kolesnichenko of Yandex LC
where they have run petabytes of data through zlib.  Triggering the
bug is apparently very rare, seeing as how it has been out there in
the wild for almost three years before being discovered.  The bug
is instantiated only if the exact maximum number of decoding table
entries, ENOUGH_DISTS or ENOUGH_LENS is used by the block being
decoded, resulting in the false positive of overflowing the table.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,562b823635fdcd26e44961f6bd213ae0c10be098,Fix indentation in gzread.c.,gzread.c,CVE-2018-25032,5c44459c3b28a9bd3283aaceab7c615f8020c531,trees.c,1,1,gzread.c,Fix indentation in gzread.c.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,5c42a230b7b468dff011f444161c0145b5efae59,Correct argument types for 64-bit combine functions.,zutil.h,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,zutil.h,1,2,zlib.h;zutil.h,Correct argument types for 64-bit combine functions.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,60c31985ecdc2b40873564867e1ad2aef0b88697,Fix the copy of pending_buf in deflateCopy() for the LIT_MEM case.,deflate.h,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,deflate.h,1,2,deflate.c;deflate.h,Fix the copy of pending_buf in deflateCopy() for the LIT_MEM case.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,643e17b7498d12ab8d15565662880579692f769d,Correct repeated words in source file comments and a readme.,contrib/infback9/inftree9.h,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,contrib/infback9/inftree9.c,1,6,contrib/infback9/inftree9.h;contrib/minizip/ioapi.h;contrib/minizip/zip.c;contrib/minizip/zip.h;inftrees.h;zlib.h,Correct repeated words in source file comments and a readme.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,75143f819f14428f114ef69980af69071d65cbf9,Fix minor typo in zlib.h comments [Rześniowiecki].,zlib.h,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,zconf.h,1,1,zlib.h,Fix minor typo in zlib.h comments [Rześniowiecki].,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,79baebe50e4d6b73ae1f8b603f0ef41300110aa3,Avoid adding empty gzip member after gzflush with Z_FINISH.,gzguts.h,CVE-2018-25032,5c44459c3b28a9bd3283aaceab7c615f8020c531,deflate.h,1,3,gzguts.h;gzlib.c;gzwrite.c,Avoid adding empty gzip member after gzflush with Z_FINISH.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,7af6320ad78b390de42f414fabdc64dc6d67a5ea,Fix a bug in ZLIB_DEBUG compiles in check_match().,deflate.c,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,deflate.c,1,1,deflate.c,"Fix a bug in ZLIB_DEBUG compiles in check_match().

This avoids trying to compare a match starting one byte before the
current window. Thanks to @zmodem (Hans) for discovering this.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,7fabcb53576aca08b8e25174eb7b0df7c585e4e0,Fix bug in block type selection when Z_FIXED used.,trees.c,CVE-2016-9842,e54e1299404101a5a9d0cf5e45512b543967f958,inflate.c,1,1,trees.c,"Fix bug in block type selection when Z_FIXED used.

A fixed block could be chosen when a stored block was smaller. Now
the smaller of the two is always chosen.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,a0bf0f31d30088333aacf0b886d606c81a54bf21,Avoid obfuscating use of default case in inftrees.c.,inftrees.c,CVE-2016-9840,6a043145ca6e9c55184013841a67b2fef87e44c0,inftrees.c,1,1,inftrees.c,Avoid obfuscating use of default case in inftrees.c.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,a566e156b3fa07b566ddbf6801b517a9dba04fa3,Avoid compiler complaints if _TIME_BITS defined when building zlib.,gzguts.h,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,gzguts.h,1,1,gzguts.h,"Avoid compiler complaints if _TIME_BITS defined when building zlib.

zlib does not use time_t, so _TIME_BITS is irrelevant. However it
may be defined anyway as part of a sledgehammer indiscriminately
applied to all builds.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,c376a417a724c21173f40765bd643388523b16f7,Fix deflateEnd() to not report an error at start of raw deflate.,deflate.c,CVE-2018-25032,5c44459c3b28a9bd3283aaceab7c615f8020c531,deflate.c,1,1,deflate.c,Fix deflateEnd() to not report an error at start of raw deflate.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,c901a34c92c4aa74028f541a9773df726ce2b769,Avoid uninitialized access by gzclose_w().,deflate.c,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,inftrees.c,1,2,deflate.c;gzwrite.c,Avoid uninitialized access by gzclose_w().,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,d4eaa1d939f59822ba3ab0b56a547a8fcde33f7e,Avoid unterminated file name in contrib/minizip/miniunz.c.,contrib/minizip/miniunz.c,CVE-2014-9485,14a5f8f266c16c87ab6c086fc52b770b27701e01,contrib/minizip/miniunz.c,1,1,contrib/minizip/miniunz.c,Avoid unterminated file name in contrib/minizip/miniunz.c.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,eb90f6a56892d7f88df99e52300498d6780cacca,Fix bug in 'F' mode for gzopen().,gzlib.c,CVE-2016-9843,d1d577490c15a0c6862473d7576352a9f18ef811,crc32.c,1,1,gzlib.c,Fix bug in 'F' mode for gzopen().,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,fd366384cf324d750596feb03be44ddf4d1e6acd,Prevent the use of insecure functions without an explicit request.,gzwrite.c,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,trees.c,1,3,gzwrite.c;zlib.h;zutil.c,"Prevent the use of insecure functions without an explicit request.

ZLIB_INSECURE must be defined in order to compile code that uses
the insecure functions vsprintf() or sprintf(). This would occur
only if the standard vsnprintf() or snprintf() functions are not
available. Providing the --insecure option to ./configure will
define ZLIB_INSECURE. A flag is added to zlibCompileFlags() to
indicate that gzprintf() is not implemented due to the need for
the use of an insecure function, but ZLIB_INSECURE was not
defined.",0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
zlib,fee7c52428e9255b78e9cb0f7b7af91a54fe9cf6,Avoid Visual C warning in gzread.c.,gzread.c,CVE-2023-45853,51b7f2abdade71cd9bb0e7a373ef2610ec6f9daf,gzlib.c,1,1,gzread.c,Avoid Visual C warning in gzread.c.,0,0,0,accept,Commit message and changed-file context remain consistent with an ordinary bug-fix control.
